,발전량,센서풍속,발전기전류A,발전기전류B,발전기전류C,기어오일온도,발전기출력,발전기속도,내부온도,냉각수온도,하이드로릭오일온도,피치압력,로터속도,권선온도A,권선온도B,권선온도C,변압기온도BUS,변압기온도A,변압기온도B,변압기온도C,발전기전압A,발전기전압B,발전기전압C,발전기운전상태
2020-02-09 0:12,22,10.61999989,1126.916667,1131.433333,1143.35,54.98333333,1363.391681,1969.329991,4,31.1,33,193.2283348,16.26333335,63.66666667,63.81666667,63.43333333,35.73333333,52,56.91666667,69,400.4833333,400,399.5666667,Run
2020-02-09 0:13,20,11.65999985,956.6166667,960.7833333,972.95,55.16666667,1157.818333,1965.853349,4,31.91666667,33,190.0916649,16.23833332,64.5,64.08333333,64,36.68333333,52,56.06666667,68.58333333,400.2666667,400.2666667,399.6666667,Run
2020-02-09 0:14,22,11.39999962,1034.416667,1039.166667,1050.75,56,1250.508331,1971.033356,4,33.41666667,33,191.6999995,16.30000003,64.66666667,64.33333333,64,37.75,52,56,68,400.25,400.1666667,399.5,Run
2020-02-09 0:15,18,10.77000046,1007.25,1014.183333,1024.183333,56,1216.498336,1976.570003,4,34.6,32.68333333,188.5750003,16.34166638,64.48333333,64.6,64,38.41666667,52,56,68,400.2333333,400.15,399.3166667,Run
2020-02-09 0:16,30,11.28999996,1607.033333,1613.083333,1623.266667,56,1938.105015,1969.626662,4,33.5,32,195.6750005,16.27833341,65,64.75,64.9,38.81666667,52,56,68,401.0833333,400.8333333,400.0833333,Run
2020-02-09 0:17,27,11.69999981,1130.833333,1136.583333,1147.333333,57,1369.033325,1965.141673,4,32.25,32,198.4083341,16.24166695,66.33333333,66,65.75,36.83333333,52,56,68,400.6666667,400.5833333,400,Run
2020-02-09 0:18,17,11.55999947,793.4166667,798.4166667,809.75,57,961.0083313,1960.558339,4,31.08333333,32,196.1416677,16.19166708,66,66.33333333,66,35,52,56,68,400.3333333,400.1666667,399.6666667,Run
2020-02-09 0:19,18,11.52000046,1122.3,1128.3,1138.033333,57,1357.361672,1972.596655,4,31.65,32,197.0266678,16.29166686,65.65,66,65.5,36.23333333,52,56,68,400.5666667,400.35,399.8166667,Run
2020-02-09 0:20,28,12.31999969,1400.95,1407.533333,1416.616667,57,1693.326662,1974.258325,4,33.31666667,32,197.9766645,16.31833356,66.33333333,66.08333333,65.98333333,38.83333333,51.01666667,56,68,400.75,400.1666667,400.0833333,Run
2020-02-09 0:21,30,12.21000004,1438.233333,1444.066667,1453.15,58,1738.146688,1963.336664,4,34.83333333,32.33333333,197.2066668,16.20833349,67.25,67.16666667,66.76666667,40.66666667,51,56,68,400.8333333,400.5666667,400,Run
2020-02-09 0:22,25,12.92000008,1342.75,1348.416667,1358.083333,58,1621.091665,1974.799988,4,34.16666667,33,196.325002,16.31666644,67.5,68,67.41666667,38.58333333,51,56,68,400.5,400.1666667,399.9166667,Run
2020-02-09 0:23,29,11.93000031,1344.75,1349.916667,1359.75,58,1634.525004,1967.091665,4.25,32.66666667,33,197.6916682,16.23333343,68.58333333,68.33333333,68,37.83333333,51,56,68,400.8333333,400.5,399.9166667,Run
2020-02-09 0:24,23,11.48999977,1041.366667,1047,1055.666667,58.08333333,1260.56667,1964.474988,4.166666667,31.51666667,33,198.2100021,16.25833321,68.81666667,68.76666667,68.48333333,35.78333333,51.16666667,56,68,400.5833333,400.0833333,400,Run
2020-02-09 0:25,20,11.64999962,1030.166667,1034.666667,1044.866667,59,1244.518322,1970.790007,4,31.51666667,33,187.1066653,16.28999971,68.5,68.83333333,68.15,35.95,51.76666667,56,68,400.3333333,400,400,Run
2020-02-09 0:26,22,11.52999973,1120.866667,1126.15,1136.466667,59,1357.173324,1968.34667,4,33.01666667,33,191.5483327,16.2700002,68.5,68.25,68,37.66666667,52,56,67.15,400.5666667,400.1666667,399.9166667,Run
2020-02-09 0:27,23,11.55000019,1241.75,1247,1256.083333,59,1497.991669,1976.224996,4,34.58333333,33,194.049998,16.32499997,68.83333333,68.5,68.33333333,39,51.41666667,56,67,400.6666667,400.5833333,400,Run
2020-02-09 0:28,30,12.61999989,1505.333333,1510.083333,1519.75,59,1817.699992,1970.175008,4,34.25,33,195.9416656,16.25833337,68.83333333,69.5,69,39.25,51.41666667,56,67,401.0833333,400.8333333,400.0833333,Run
2020-02-09 0:29,30,12.39999962,1556.266667,1561.6,1572,59.25,1880.37167,1967.321651,4.25,32.91666667,32.65,196.5750028,16.27499962,69.93333333,69.91666667,69.91666667,38.16666667,52,56,67,401.0833333,401,400.0833333,Run
2020-02-09 0:30,31,11.90999985,1372.35,1377.316667,1387.65,59.23333333,1659.704997,1964.866661,4.933333333,31.9,33,196.6500003,16.22999989,70.93333333,70.91666667,70.6,37.21666667,52,56,67,401.0666667,400.5833333,400.2333333,Run
2020-02-09 0:31,25,10.88000011,1180.966667,1184.916667,1195.983333,58.06666667,1427.469997,1969.825008,4.583333333,31.08333333,33,198.4216685,16.26666641,71.16666667,71.41666667,71,36,52,56,67.75,400.75,400.9166667,400,Run
2020-02-09 0:32,22,10.53999996,1161.983333,1166.9,1177.583333,57,1405.019993,1970.631669,4,32.5,33,194.4166664,16.28499994,71.08333333,71.25,70.75,37.33333333,52,56,67.75,400.9166667,400.6666667,400,Run
2020-02-09 0:33,25,11.2699995,1220.55,1225.883333,1236.116667,57,1475.871653,1970.123324,4,34.18333333,33,190.9666651,16.25666656,71.35,71,70.93333333,39.1,52,56,67.31666667,400.8333333,400.8333333,400,Run
2020-02-09 0:34,20,11.22000027,831,835.8333333,846,56.16666667,1006.358322,1965.700002,4,34.25,33,192.0333341,16.24166679,71,71.25,71,37.5,52,56,67.33333333,400.3333333,400.3333333,399.5833333,Run
2020-02-09 0:35,20,11.55000019,1099.016667,1105.966667,1115.7,56,1330.094993,1972.201662,4,31.83333333,33,187.1366664,16.3016667,70.43333333,70.75,70.5,35.5,52,56,67,400.75,400.7666667,400,Run
2020-02-09 0:36,21,10.64999962,1109.983333,1116.716667,1126.4,56,1343.28167,1969.958327,4,31.08333333,33,194.5366664,16.2750001,70.65,70.41666667,70.41666667,35.7,52,56,67,400.6666667,400.3333333,399.8333333,Run
2020-02-09 0:37,25,11.06999969,1405.516667,1410.633333,1420.683333,56,1698.406685,1974.343327,4,32.43333333,32.56666667,194.0533343,16.28833335,71.43333333,71,70.43333333,37.86666667,52,56,67,401.2666667,401,400.2666667,Run
2020-02-09 0:38,30,11.38000011,1281.75,1288.333333,1297.583333,56,1552.649994,1961.958354,4,34.33333333,32,199,16.20833349,71.66666667,71.66666667,71.08333333,39.83333333,52,56,67,401.25,400.9166667,400.25,Run
2020-02-09 0:39,16,11.35000038,535.9,541.7333333,551.0333333,55.75,651.3600047,1836.218325,4,34.15,32,197.376666,15.18500005,71.91666667,71.91666667,71.83333333,36.98333333,52,56,67,401.0833333,400.5833333,400.1,Run
2020-02-09 0:40,17,10.21000004,1155.35,1159.833333,1169.683333,55,1394.940008,1945.324994,4,31.58333333,32,195.4933329,16.04333334,71.5,71.5,71,35.25,51.41666667,56,67,400.5833333,400.15,399.9166667,Run
2020-02-09 0:41,20,10.93999958,933.7666667,939.2,948.6833333,55,1128.421673,1968.433325,4,31.18333333,32.6,199.6149991,16.27666629,71.33333333,71.41666667,71,35.51666667,51,56,67,400.0666667,400,399.4166667,Run
2020-02-09 0:42,15,10.89000034,633.5166667,638.35,647.35,55,767.3966614,1953.344993,4,32.33333333,32.56666667,192.2216675,16.14833374,71.5,71,71,36,51,56,67,400.2666667,400,399.5,Run
2020-02-09 0:43,18,10.68999958,1040.666667,1045.916667,1055.083333,55,1255.850006,1974.866669,4,33.41666667,32.58333333,189.1249987,16.3083334,71,70.5,70.41666667,37.41666667,51,55.08333333,66.83333333,400.4166667,400.4166667,399.9166667,Run
2020-02-09 0:44,19,10.64000034,935.95,940.6,950.9333333,55,1130.310003,1970.858331,4,34.6,32.81666667,192.6366656,16.27666661,71,70.91666667,70.16666667,38.33333333,51,55,66,400.25,400.3333333,399.9166667,Run
2020-02-09 0:45,16,9.710000038,714.5666667,719.7166667,728.8,54.98333333,864.6950094,1919.12666,4,33.31666667,32.08333333,189.0383308,15.86833359,70.66666667,70.5,70.5,36,51,55,66,400.65,400.25,400.15,Run
2020-02-09 0:46,14,9.699999809,712.0333333,716.95,726.8,54,862.4466685,1965.238336,4,30.71666667,32,191.5466657,16.23500007,70.83333333,70.23333333,70,34.15,51,55,66,400.0666667,400.0666667,399.4166667,Run
2020-02-09 0:47,18,9.840000153,915.2666667,921.3833333,931.15,54,1107.089997,1969.789986,4,30.95,32,189.8699997,16.28666646,70.18333333,70.08333333,70,35.26666667,51,55,66,400.4833333,400.4,399.8833333,Run
2020-02-09 0:48,15,10.36999989,726.5333333,731.65,742.25,54,878.7100087,1910.866659,4,32,32,193.3183334,15.78166674,70.15,70,70,36,50.73333333,55,66,400.6666667,400.3333333,399.85,Run
2020-02-09 0:49,21,10.60999966,1189.316667,1195.4,1204.966667,54,1437.575,1969.568335,4,33.16666667,32,189.0766678,16.26666657,70.33333333,70,70,37.91666667,50,54.58333333,65.58333333,401,400.8166667,400,Run
2020-02-09 0:50,27,10.01000023,1432.066667,1438.816667,1448.316667,54,1730.169969,1968.74165,4,34.51666667,32,196.2583333,16.25666701,70.7,70.33333333,70.26666667,40.03333333,50,54,65,401.0166667,400.6,400.1,Run
2020-02-09 0:51,26,11.13000011,1205.6,1212.416667,1221.566667,54,1457.951672,1969.724994,4,34.15,32,196.8783338,16.26666657,71.1,71.33333333,71,38.48333333,50,54,65,400.9166667,400,400,Run
2020-02-09 0:52,23,11.36999989,1029.116667,1034.716667,1044.516667,54,1244.758336,1966.771657,4,31.96666667,32,197.0066666,16.23333356,71.58333333,71.18333333,71,35.95,50,54,65,400.2166667,400,399.65,Run
2020-02-09 0:53,21,11.03999996,992.4833333,998.65,1008.683333,54,1198.299989,1971.523336,4,31.01666667,32,198.8333326,16.29333318,71.58333333,71.4,71,35.6,50,54,65,400,400,399.25,Run
2020-02-09 0:54,22,11.94000053,1303.683333,1310.3,1320.5,54,1572.285004,1974.300018,4,32.2,32,192.6366653,16.32833344,71.35,71.56666667,71,37.15,50,54,65,400.3166667,400.15,399.4333333,Run
2020-02-09 0:55,30,11.68000031,1459.266667,1464.65,1474.8,54,1761.138338,1968.726681,4,33.86666667,32,193.2266675,16.28166647,72,71.86666667,71.93333333,39.85,50,54,65,400.6666667,400,399.8333333,Run
2020-02-09 0:56,29,11.2300005,1497.333333,1503.35,1513.1,54,1806.28501,1968.023334,4,34.75,32,189.523332,16.26333342,73.2,72.48333333,72.5,40.06666667,50,54,65,400.4166667,400,399.75,Run
2020-02-09 0:57,29,12.05999947,1507.416667,1514.366667,1522.583333,54,1818.306673,1971.133346,4,33.06666667,32,187.4516652,16.28666671,73.53333333,73.56666667,73.03333333,38.33333333,50,54,65,400.6166667,400,399.7666667,Run
2020-02-09 0:58,33,11.10999966,1649.7,1656.1,1664.816667,54.6,1991.568325,1969.15498,4,31.4,32,197.5616674,16.26000007,74.1,74.03333333,74,37.41666667,50,54,65,400.8,400.2,400.0333333,Run
2020-02-09 0:59,32,11.90999985,1577.433333,1583.583333,1592.3,55,1903.639998,1965.796676,4,32.05,32,196.5700022,16.26000001,75.33333333,75.01666667,74.78333333,38.8,50,54,65,400.8,400.1333333,400.05,Run
2020-02-09 1:00,31,12.5,1590.616667,1596.633333,1605.05,55,1919.013334,1965.713346,4,34.36666667,32,196.2766665,16.25166667,75.95,75.83333333,75.26666667,40.51666667,50,54.26666667,65.51666667,400.8333333,400,400,Run
2020-02-09 1:01,31,12.32999992,1512.65,1518.2,1527.716667,55,1824.083341,1971.855003,4,34.56666667,32,197.7133331,16.28499997,76.16666667,76.51666667,76,39.71666667,50,55,66,400.4166667,400,399.75,Run
2020-02-09 1:02,32,12.13000011,1524.05,1530.716667,1540.5,55,1840.414992,1964.971649,4,32.71666667,32,196.9700015,16.22666655,77.08333333,76.5,76.51666667,38.31666667,50,55,66,400.9166667,400,399.8333333,Run
2020-02-09 1:03,32,11.63000011,1666.816667,1673.3,1683.083333,55,2013.188346,1972.05,4.016666667,31.4,32,196.2666654,16.27833363,77.35,77.4,76.6,37.18333333,50.35,55,66,400.85,400.5,400.0166667,Run
2020-02-09 1:04,31,11.60000038,1516.4,1523.133333,1533.033333,55,1833.588348,1969.283321,4.066666667,32.2,32,196.2599993,16.28499997,77.75,77.85,77.26666667,38.53333333,51,55,66,401.0166667,400.7666667,400.0833333,Run
2020-02-09 1:05,32,11.75,1647.8,1654.966667,1663.883333,55,1992.38501,1971.174994,4,34.36666667,32,197.6816661,16.28666652,78.5,78.1,78,40.66666667,51,55,66,401.3333333,400.8333333,400.3333333,Run
2020-02-09 1:06,33,11.68999958,1655.416667,1662.866667,1671.816667,55,2001.244995,1975.19999,4,34.56666667,32,195.8483337,16.31333354,79.18333333,79,78.43333333,40.21666667,51,55.43333333,66,401.1666667,401,400.1666667,Run
2020-02-09 1:07,34,13.38000011,1654.1,1661,1669.866667,55,1998.709983,1966.57833,4,33.11666667,32,196.7033333,16.27000008,79.28333333,79.68333333,79,38.65,51,56,66.78333333,401.1666667,400.9166667,400.0833333,Run
2020-02-09 1:08,33,12.71000004,1655.183333,1662.683333,1672.5,55,2001.109991,1971.245005,4,31.63333333,32,197.7616661,16.28666655,79.8,79.81666667,79.48333333,37.55,51,56,67,401.2833333,401,400.2,Run
2020-02-09 1:09,33,12.94000053,1653,1659.766667,1669.4,55,1999.300006,1964.744993,4,31.78333333,32,197.8816676,16.24500014,80.5,80.23333333,79.93333333,38.38333333,51.43333333,56,67,401.5666667,401,400.7333333,Run
2020-02-09 1:10,34,13.14999962,1655.583333,1662.75,1672.516667,55,2002.306685,1972.653341,4,34.03333333,32,195.9366676,16.2833334,80.43333333,80.66666667,80,40.6,52,56,67,401.2666667,401,400.2666667,Run
2020-02-09 1:11,32,12.67000008,1566.583333,1573.383333,1584.65,55,1894.321678,1962.879991,4,34.73333333,32.35,197.9050006,16.2166667,80.5,80.6,80,40.21666667,52,56.85,67.18333333,401.5666667,401,400.4833333,Run
2020-02-09 1:12,30,12.22999954,1501.583333,1507.966667,1518.883333,55,1815.575,1973.088346,4,33.05,32.83333333,196.2566676,16.28500013,80.65,80.33333333,80,38.06666667,52,57,68,401.2333333,401,400.15,Run
2020-02-09 1:13,30,11.77000046,1517.6,1523.633333,1534.1,55,1835.059987,1970.659979,4,31.38333333,33,197.1499995,16.27666664,80.51666667,80.46666667,80,36.81666667,52,57,68,401.1,401,400.1833333,Run
2020-02-09 1:14,31,12.69999981,1448.933333,1454,1464.433333,55,1751.981669,1965.048338,4,31.9,33,197.8449997,16.2333334,80.11666667,80.41666667,80,38.03333333,52,57,68,401.15,401,400.2333333,Run
2020-02-09 1:15,30,12.26000023,1604.15,1609.616667,1619.9,55,1936.943317,1977.536666,4,34.03333333,33,196.8966637,16.31999998,80.06666667,80.18333333,79.81666667,40.11666667,52,57,68,401.0833333,401,400.25,Run
2020-02-09 1:16,33,12.60000038,1650.5,1655.833333,1665.25,55,1996.008341,1970.931643,4,34.81666667,33,196.8100014,16.25999997,80.5,80.23333333,79.85,40.48333333,52.51666667,57,68,401.6833333,401.25,400.6833333,Run
2020-02-09 1:17,33,12.59000015,1635.5,1641.933333,1651.35,55,1981.279993,1975.141659,4,33.3,33,197.0283343,16.30833356,80.43333333,80.65,80,38.65,53,57,68,402.0666667,401.5,401.0666667,Run
2020-02-09 1:18,33,11.77999973,1630.966667,1638.016667,1646.566667,55,1976.043331,1967.018357,4,31.63333333,33,196.676666,16.2366669,80.4,80.51666667,80,37.56666667,53,57.23333333,68.03333333,402.0833333,401.8333333,401,Run
2020-02-09 1:19,33,11.80000019,1626.533333,1633.083333,1641.866667,55,1971.240007,1971.723342,4,31.65,33,195.9749997,16.28000018,81.08333333,80.58333333,80.41666667,38.15,53,57.95,69,402.25,401.8,401.25,Run
2020-02-09 1:20,33,12.32999992,1593.766667,1600.666667,1609.6,55,1930.575012,1968.36167,4,33.95,33,198.2150012,16.25666679,80.76666667,81.06666667,80.18333333,40.28333333,53,58,69,401.9833333,401.6666667,401.0833333,Run
2020-02-09 1:21,32,11.48999977,1615.85,1622.333333,1631,55,1956.993333,1971.258335,4,34.65,33,197.7483355,16.27999983,80.43333333,81,80.31666667,40.28333333,53,58,69,402.0833333,401.4166667,401,Run
2020-02-09 1:22,28,11.55000019,1361.4,1368.266667,1375.866667,55,1647.591667,1970.634985,4,33.11666667,33,198.328332,16.28000015,80.65,80.51666667,80.08333333,37.63333333,53,58,69,401.5166667,401.0333333,401,Run
2020-02-09 1:23,25,12.23999977,1196.533333,1201.85,1211.633333,55,1450.024988,1964.233335,4,31.31666667,33,197.2333336,16.22666686,80.08333333,80.38333333,80,36.06666667,53,58,69,401.4,401.05,400.5666667,Run
2020-02-09 1:24,26,11.93000031,1238.333333,1244.05,1252.533333,54.9,1498.27667,1969.793345,4,31.7,33.51666667,196.3899991,16.26833324,79.18333333,79.75,79.15,36.95,53,58,69,401.5833333,401,400.9333333,Run
2020-02-09 1:25,24,10.98999977,1229.65,1235.266667,1244.233333,54,1488.091665,1971.43501,4,33.53333333,33.6,198.1033325,16.26833359,78.86666667,79,78.63333333,38.4,53,58,69,401.45,401.0833333,400.9166667,Run
2020-02-09 1:26,30,11.94000053,1619.983333,1625.766667,1635.816667,54,1960.653343,1969.151666,4,34.85,34,198.476668,16.25333347,78.6,78.4,78.16666667,40.41666667,53,58,69,401.9166667,401.1833333,400.9166667,Run
2020-02-09 1:27,33,11.02000046,1621.15,1627.333333,1636.783333,54,1962.238344,1973.668333,4,33.43333333,34,195.9500018,16.27999996,78.73333333,79.33333333,78.26666667,38.95,53.26666667,58,69,402.1666667,401.8,401.1666667,Run
2020-02-09 1:28,33,11.60999966,1623.983333,1629.666667,1639.566667,54.85,1965.63667,1969.381665,4,31.71666667,34,196.901666,16.27833331,78.96666667,79.43333333,79,37.65,54,58,69,401.75,401.3666667,401.0666667,Run
2020-02-09 1:29,32,11.31000042,1535.8,1542.716667,1552.5,55,1860.26001,1964.884993,4,31.45,34,196.7733327,16.23166653,79.68333333,79.31666667,79,37.8,54,58,69,402,401.6333333,401.0833333,Run
2020-02-09 1:30,32,10.40999985,1644.75,1651.116667,1660.316667,55,1991.801654,1970.816687,4,33.58333333,34,196.9899991,16.27500013,79.53333333,79.71666667,79.2,40.05,54,58,69.68333333,402,401.5166667,401,Run
2020-02-09 1:31,30,11.07999992,1411.35,1417.6,1426.666667,55,1709.788338,1969.199984,4,34.8,34,197.3850001,16.26833337,79.41666667,79.75,79.31666667,40.03333333,54,58,70,401.9166667,401.1333333,400.9166667,Run
2020-02-09 1:32,30,11.60000038,1525.866667,1531.533333,1542.183333,54.66666667,1845.833331,1970.808327,4,33.18333333,34,193.804999,16.29166654,79.55,79.2,79,38.43333333,54,58,70,401.8666667,401,401,Run
2020-02-09 1:33,27,11.35000038,1297.433333,1303.55,1313.6,54.8,1569.473335,1971.620001,4,31.46666667,34,192.2349978,16.30000003,79.33333333,79.21666667,79,36.16666667,54,58,70,401.45,401.3333333,400.9166667,Run
2020-02-09 1:34,31,10.68999958,1433.333333,1439.716667,1449.216667,54.25,1739.158322,1963.250002,4,31.43333333,34,195.3500008,16.2266667,78.48333333,79.23333333,78.13333333,37.66666667,54,58,70,402.15,401.4,401.1166667,Run
2020-02-09 1:35,20,10.81999969,1153.3,1159.483333,1170.35,54,1395.373343,1978.833331,4,33.4,34,198.9649981,16.35666653,78.1,78.33333333,77.88333333,38.1,54,58,70,401.4166667,401,400.5333333,Run
2020-02-09 1:36,24,9.989999771,1189,1195.016667,1206.15,54,1441.08335,1967.79667,4,34.73333333,34,190.3516665,16.26999979,77.66666667,77.63333333,77.31666667,39.48333333,54,58,70,401.5166667,401.1833333,400.85,Run
2020-02-09 1:37,27,9.930000305,1352.1,1358.316667,1368.883333,54,1635.583325,1967.348334,4,33.28333333,34,193.5483345,16.2483332,77.4,77.56666667,77,37.75,54,58,70,401.9666667,401.35,400.9666667,Run
2020-02-09 1:38,25,11.80000019,1374.4,1380.8,1391.25,54,1661.353352,1973.745009,4,31.38333333,34,192.7566678,16.31166668,76.51666667,77.33333333,76.46666667,36.11666667,54,58,70,401.3166667,401,400.3166667,Run
2020-02-09 1:39,25,12.73999977,975.4333333,982.1166667,993.1833333,54,1182.878334,1965.456671,4,31.53333333,33.05,195.3399994,16.23833335,76.71666667,77,76.66666667,36.5,54,58,70,401.0833333,401,400,Run
2020-02-09 1:40,19,11.80000019,1114.6,1121.1,1131.333333,54,1348.848331,1973.764998,4,33.13333333,33,197.4866676,16.31333335,76,76.2,75.91666667,37.55,54,58,70,401,400.75,399.9166667,Run
2020-02-09 1:41,27,11.48999977,1282.766667,1288.683333,1299.266667,54,1553.220017,1968.141663,4,34.53333333,33.25,192.471667,16.27499994,75.25,75.86666667,75.21666667,39.41666667,54,58,70,401.1666667,401,400.25,Run
2020-02-09 1:42,26,11.10999966,1364.183333,1370.383333,1380.3,54,1650.243327,1972.878328,4,33.86666667,33.01666667,192.4433327,16.31166633,75.4,75.4,75,38.28333333,54,58,69.05,401.1,401,400.35,Run
2020-02-09 1:43,25,11.35999966,1046.216667,1051.4,1060.216667,54,1267.109999,1965.010018,4,31.68333333,33.06666667,191.6599998,16.25333341,75.33333333,75.45,75,35.81666667,54,58,69,401.2,401,400.2833333,Run
2020-02-09 1:44,20,10.61000061,963.9,968.5333333,978.1,54,1166.058309,1968.620009,4,31.03333333,33,186.698334,16.26833331,74.4,74.88333333,74.3,35.45,53.8,58,69,400.9166667,400.8166667,400.0833333,Run
2020-02-09 1:45,18,11.11999989,1175.8,1181.016667,1190.133333,53.63333333,1419.214986,1957.761658,4,32.18333333,33,195.2616669,16.18833338,73.58333333,74.08333333,73.55,36.91666667,53,58,69,401.5166667,401,400.7,Run
2020-02-09 1:46,27,10.85000038,1301.25,1307.533333,1316.516667,53.11666667,1576.591656,1966.954991,4,33.65,33,191.4900009,16.24166663,73.81666667,74,73.7,39.11666667,53,57.56666667,69,401.6666667,401,400.8333333,Run
2020-02-09 1:47,21,10.85999966,955.3333333,961.95,971.7166667,53.46666667,1158.808336,1967.963346,4,34.71666667,33,187.5716665,16.24833352,73.7,73.8,73.23333333,38.35,53,57,69,401.15,401,400.15,Run
2020-02-09 1:48,22,10.90999985,1050.616667,1057.05,1066.95,53,1273.908331,1966.43834,4,32.4,33,192.3699994,16.24833349,73.13333333,73.18333333,72.88333333,36.18333333,53,57,69,401.2666667,401,400.4333333,Run
2020-02-09 1:49,20,10,1068.15,1073.966667,1083.866667,53,1292.921661,1974.824996,4,31,33,193.2600004,16.30833292,72.63333333,72.33333333,72,34.95,53,57,69,401.2,401,400.45,Run
2020-02-09 1:50,24,10.39999962,1201.083333,1206.933333,1217.666667,53,1453.231673,1970.353328,4,31.81666667,33,192.2116659,16.28833329,72.43333333,72.45,72,36.98333333,53,57,68.71666667,401.2166667,401,400.3833333,Run
2020-02-09 1:51,25,11.55000019,1228.2,1233.8,1244.6,53,1487.72334,1969.969999,4,33.53333333,33,191.1983297,16.26500006,72,72.5,72,38.7,53,57,68,401.4166667,401,400.4833333,Run
2020-02-09 1:52,25,10.51000023,1271,1276.083333,1286.9,53,1538.298336,1971.031653,4,34.73333333,33,191.7283343,16.27666661,72.23333333,72.13333333,71.96666667,39.28333333,53,57,68,401.5,401,400.7333333,Run
2020-02-09 1:53,23,10.02000046,1158.6,1164.45,1175.05,53,1403.126672,1972.353324,4,32.85,33,190.3466644,16.29499985,71.96666667,71.76666667,71.41666667,36.6,52.46666667,57,68,401.4166667,401,400.5333333,Run
2020-02-09 1:54,28,10.26000023,1286.566667,1293.316667,1303.366667,53,1560.820003,1964.318341,4,31.05,32.63333333,190.3283335,16.22333345,71.45,71.95,71.11666667,36,52,57,68,401.75,401,400.7166667,Run
2020-02-09 1:55,19,10.18000031,923.0833333,929.7833333,939.1333333,53,1111.449998,1969.838344,4,31.9,32,193.4933347,16.2749999,71.28333333,71.66666667,71.28333333,36.45,52,56.63333333,68,401.15,401,400.2333333,Run
2020-02-09 1:56,21,10.18999958,1202.75,1209.95,1220.2,53,1456.196657,1976.490015,4,33.38333333,32,189.8633326,16.32666658,70.78333333,70.81666667,70.86666667,38.05,52,56,68,401.3,401,400.3833333,Run
2020-02-09 1:57,30,10.5,1628.433333,1636.283333,1645.633333,53,1973.458333,1969.248326,4,34.71666667,32,197.7850021,16.27000004,71.1,71.16666667,70.38333333,40.68333333,52,56,68,402,401.1666667,400.9166667,Run
