,발전량,센서풍속,발전기전류A,발전기전류B,발전기전류C,기어오일온도,발전기출력,발전기속도,내부온도,냉각수온도,하이드로릭오일온도,피치압력,로터속도,권선온도A,권선온도B,권선온도C,변압기온도BUS,변압기온도A,변압기온도B,변압기온도C,발전기전압A,발전기전압B,발전기전압C,발전기운전상태
2020-02-01 0:13,3,7.949999809,179.5666667,181.1,184.3,55,216.6733325,1351.733329,5,33.81666667,24.73333333,192.0633339,11.14999997,45.1,45.21666667,45,35.73333333,50,54,52,398.2333333,398.5166667,397.3333333,Run
2020-02-01 0:14,5,7.970000267,224.3833333,225.4,228.95,55,270.8483355,1460.629997,5,31.73333333,24.83333333,191.828334,12.03333327,45.96666667,45.48333333,45.88333333,34.06666667,50,54,52,398.9666667,398.9666667,398.0666667,Run
2020-02-01 0:15,4,7.690000057,237.8333333,238.85,242.6,55,287.3283335,1565.183341,5,31,25,192.2983327,12.91500018,45.83333333,46,46,33.88333333,50,54,52,398.6833333,399,397.7666667,Run
2020-02-01 0:16,4,8.420000076,181.2,182.7,186.5,55,219.1666667,1287.78335,5,31.8,24.81666667,192.476664,10.68166663,46,46,46,34.8,50,54,52,398.2833333,398.6,397.2666667,Run
2020-02-01 0:17,4,8,185.7166667,186.9666667,190.3333333,55,224.7633341,1403.070024,5,32.8,24.85,191.1133339,11.5666666,46.08333333,46,46,35.88333333,50,54,52,398.7166667,398.9833333,397.8,Run
2020-02-01 0:18,4,7.840000153,193.9333333,195.7,198.45,55,233.4266685,1339.149998,5,33.9,24.78333333,190.7616671,11.06500007,46.55,46,46.38333333,36.63333333,50,54,52,398.5333333,399,397.5833333,Run
2020-02-01 0:19,4,8.050000191,202,203.7,206.8166667,55,243.2033312,1344.340002,5,34.6,24.73333333,194.2366659,11.075,46.56666667,46.65,46.56666667,36.95,50,54,52,398.1666667,398.6666667,397.4833333,Run
2020-02-01 0:20,5,9.010000229,274.7,275.8833333,279.15,55,330.9733304,1658.874992,5,32.8,24.51666667,191.5733332,13.73333348,47,47,47,35.05,50,54,52,398.4666667,398.5,397.6666667,Run
2020-02-01 0:21,6,7.949999809,348.2833333,349.1,352.5833333,55,418.8383357,1608.821672,5,31.18333333,24.85,189.231665,13.22666683,47.31666667,47,47,34.06666667,50,54,52,398.85,399,397.9333333,Run
2020-02-01 0:22,7,8.119999886,317.3,318.15,321.9666667,55,381.7766673,1550.416677,5,31.4,24.71666667,191.9749997,12.79666662,47.31666667,47.71666667,47.48333333,35.06666667,50,54,52,398.75,399,397.8166667,Run
2020-02-01 0:23,7,8.029999733,320.6,321.25,325.1333333,55,386.4449997,1666.060012,5,32.63333333,24.51666667,189.6983327,13.77833338,48,48,48,36,50,54,52,398.8833333,399,397.85,Run
2020-02-01 0:24,6,8.210000038,287.0333333,288.0166667,291.4666667,55,346.2733373,1513.676664,5,33.65,24.51666667,191.7349998,12.49500001,48.16666667,48,48,36.9,50,54,52,399,399.0833333,398.2166667,Run
2020-02-01 0:25,6,8.170000076,339.2333333,340.2333333,343.7333333,55,408.3716629,1620.078328,5,34.65,24.71666667,190.6816661,13.35166677,48.4,48.8,48.4,37.4,50,54,52,398.6666667,399,398.0333333,Run
2020-02-01 0:26,10,8.069999695,621.9,621.75,625.5666667,55.63333333,747.5000025,1928.751668,5,33.05,24.25,193.0199997,15.925,49,48.88333333,49,36.43333333,50,54,52,399.9,399.8166667,398.9833333,Run
2020-02-01 0:27,11,8.789999962,557.4166667,557.85,565.9833333,56,666.961674,1916.271653,5,31.43333333,24.6,193.2800011,15.84333347,49.81666667,50,49.81666667,34.78333333,50,54,52,399.8666667,399.6,399,Run
2020-02-01 0:28,14,8.420000076,633.35,635.8,648.4666667,56,765.2899943,1951.491673,5,31.3,24.9,197.298332,16.13333378,50,50,50,34.73333333,50,54,52,399.3666667,399.3166667,398.8,Run
2020-02-01 0:29,10,8.859999657,473.3666667,477.4,489.9833333,57,574.9050044,1812.028335,5,32.4,25,196.9166677,14.97333344,50.35,50.31666667,50.43333333,35.23333333,50,54,52,399.4333333,399.3333333,398.5,Run
2020-02-01 0:30,8,8.529999733,405.7333333,410.0666667,422.6666667,57,493.328329,1808.903337,5,33.15,25,198.1416654,14.94166667,50.65,50.66666667,50.65,36,50,54,52,399.4666667,399,398.5666667,Run
2020-02-01 0:31,12,8.239999771,604.35,608.2833333,621,57,731.6283346,1937.220003,5,34,25,195.5000013,16.00000033,51.05,51,51,36.88333333,50,54,52,399.4666667,399.1666667,398.5166667,Run
2020-02-01 0:32,10,8.390000343,495.7666667,499.6166667,513.4666667,57,601.8916697,1900.898326,5,34.56666667,25,190.6099993,15.70666676,51.58333333,51.48333333,51.88333333,36.76666667,50,54,52,399.6,399.15,398.6333333,Run
2020-02-01 0:33,12,9.460000038,526.8666667,531.3333333,542.75,57,638.4916697,1915.399992,5,32.81666667,25,190.9583323,15.81666689,52,52,52,34.9,50,54,52,399.5833333,399.1833333,398.5,Run
2020-02-01 0:34,9,8.75,508,512.4,523.1,57,615.7583323,1809.061674,5,31.18333333,25,192.4516678,14.90833337,52.31666667,52.5,52.23333333,33.75,50,54,52,399.4666667,399.25,398.2333333,Run
2020-02-01 0:35,10,9.640000343,444.8,449.4333333,460.0333333,57,539.2783325,1816.73835,5,31.05,25,190.670001,15.02166662,53,52.81666667,53,34.13333333,50,54,52,399.1333333,399.0333333,398.2,Run
2020-02-01 0:36,10,9.819999695,537.4,542.7666667,553.0666667,57,651.4583354,1806.431681,5,32,25,189.9566658,14.9233335,53.43333333,53.15,53.48333333,35.06666667,50,54,52,399.5166667,399.3,398.6333333,Run
2020-02-01 0:37,11,9.899999619,537.35,542.4166667,552.1666667,57.73333333,651.1149994,1812.468333,5,32.81666667,25,191.568335,14.94833331,53.73333333,54,54,36.06666667,50,54,52,399.6,399.35,398.6833333,Run
2020-02-01 0:38,11,9.789999962,614.45,619.05,630.8333333,58,745.3866684,1905.723334,5,33.73333333,25,191.1833341,15.71500012,54,54.4,54,36.83333333,50,54,52,400.25,399.75,399.3166667,Run
2020-02-01 0:39,14,10.30000019,725.7,730.3833333,742.9833333,58,877.700002,1946.381665,5,34.65,25,192.7800006,16.08500009,54.98333333,54.68333333,54.98333333,37.33333333,50,54,52,400.0333333,399.7166667,399.05,Run
2020-02-01 0:40,18,9.140000343,840.2666667,847.6833333,857.3,58,1017.419992,1967.044999,5,33.63333333,25,190.2699992,16.25666672,55.56666667,55.9,55.48333333,36.55,50,54.48333333,52,400,400,399,Run
2020-02-01 0:41,15,10.34000015,781.8,787.8833333,797.7,58,946.8133301,1950.901676,5,31.95,25,191.7049993,16.11833336,56.15,56.56666667,56.06666667,34.68333333,50,55,52,400.3333333,399.8333333,399.4166667,Run
2020-02-01 0:42,15,10.78999996,734.6166667,739.8666667,751.15,58.73333333,889.5766652,1950.685002,5,31.06666667,25,190.9049993,16.11166676,57,56.75,57,34.48333333,50.15,55,52,400.4166667,400.0833333,399.3333333,Run
2020-02-01 0:43,15,10.48999977,671.0833333,676.65,687.4333333,59,813.6849965,1961.223328,5,32.23333333,25,192.9149996,16.19666707,57.65,57.33333333,57.48333333,35.56666667,51,55,52.98333333,400,400,399,Run
2020-02-01 0:44,11,10.27999973,585.1,590.5333333,601.9,59,710.3366567,1880.164998,5,33.25,25,192.0900002,15.54000012,58,57.98333333,58,36.4,51,55,53,400.25,400,399.3333333,Run
2020-02-01 0:45,12,10.03999996,532.8833333,538.1,549.15,59,645.0816727,1825.676674,5,34.06666667,25,191.4633331,15.10000035,58.4,58.25,58.18333333,37,51,55,53,399.7666667,399.45,398.7666667,Run
2020-02-01 0:46,10,10.18000031,493.9333333,497.65,508.95,59,599.1933258,1874.443335,5,34.35,25,189.0883349,15.4683334,58.75,58.4,58.66666667,36.41666667,51,55,53,400.6166667,399.9,399.6166667,Run
2020-02-01 0:47,13,10.55000019,696.6,701.6833333,713.3833333,59,844.8666636,1915.975004,5,32.41666667,25,191.023334,15.85000016,59.16666667,59,59,34.75,51,55,53,400.7666667,399.9166667,399.6833333,Run
2020-02-01 0:48,13,10.85000038,747.8333333,752.8666667,764.4166667,59,899.755012,1966.124984,5.1,31,25,192.0850009,16.24333331,59.41666667,59.5,59.83333333,34.15,51,55,53,399.8166667,399.6666667,399.0833333,Run
2020-02-01 0:49,19,10.86999989,936.7166667,941.2166667,952.65,59,1131.479985,1970.360008,5,31.65,25,186.6216665,16.27333358,60.06666667,60,60,35.58333333,51,55,53,400,400,399,Run
2020-02-01 0:50,23,10.40999985,1128.166667,1133.383333,1144.983333,59.41666667,1363.658335,1971.39833,5,33.31666667,25,194.3116687,16.28833297,60.63333333,60.9,60.48333333,37.63333333,51,55,53,400.4833333,400,399.5666667,Run
2020-02-01 0:51,21,9.550000191,1003.05,1007.183333,1018.5,58.6,1211.963335,1969.711666,5,34.65,25,191.673335,16.27999992,61.1,61.48333333,61.56666667,38.65,51,55,53,400.4,400,399.5833333,Run
2020-02-01 0:52,17,10.88000011,756.8,761.3666667,771.6666667,57.68333333,916.538327,1965.301685,5,33.76666667,25,189.4066633,16.25,62,62,62,36.36666667,51,55,53,399.9333333,400,399.25,Run
2020-02-01 0:53,13,9.940000534,660.9,665.9833333,676.8333333,57,801.318338,1957.523336,5,31.35,25,187.6633329,16.18000015,62,62,62,33.85,51,55.5,53.58333333,400.2166667,399.9166667,399.2166667,Run
2020-02-01 0:54,10,10.51000023,447.7333333,451.7666667,463.5,56.26666667,545.6266617,1804.681683,5,31,25,189.798332,14.89333321,61.5,62,61.83333333,34,51,56,54,400.35,400,399.3666667,Run
2020-02-01 0:55,10,9.430000305,428.5833333,431.85,443.3333333,56,521.5550039,1761.009989,5,31.5,25,193.5600009,14.58666673,61.68333333,61.08333333,61.43333333,34.5,51.31666667,56,54,400.25,400.0833333,399.4,Run
2020-02-01 0:56,7,9.75,321.75,325.6666667,336.9166667,55,389.0249977,1674.083333,5,32.08333333,25,193.8833326,13.82499989,61,61.33333333,61,35,52,56,54,399.8333333,399.4166667,398.6666667,Run
2020-02-01 0:57,5,9.75,280.9166667,284.4833333,295.55,54.5,341.5250038,1560.653328,5,33,25,192.0449999,12.85166672,61,61,61,35.66666667,52,56,54,399.1666667,399,398.35,Run
2020-02-01 0:58,8,9,411.15,414.8166667,426.7833333,54,498.6716654,1763.373328,5,33.5,25,189.6033338,14.57333322,60.91666667,60.83333333,61,36.16666667,52,56,54,399.5166667,399.25,398.7666667,Run
2020-02-01 0:59,11,9.470000267,653.4333333,658.95,670.8666667,54,791.636673,1914.106665,5,34,25,191.5449979,15.78166695,60.65,60.6,60.56666667,37.23333333,52,56,54,399.6666667,399.15,398.5833333,Run
2020-02-01 1:00,13,10.17000008,593.3666667,597.8166667,609.7166667,54,718.2033315,1869.373334,5,34.5,25,192.8100004,15.44999994,60.48333333,60.76666667,60.56666667,37.18333333,52,56,54,400.2833333,399.5166667,399.2833333,Run
2020-02-01 1:01,12,9.93999958,584.0666667,589.45,600.8,54,708.9933289,1859.816673,5,32.2,25,188.6983353,15.33833326,60.43333333,60.41666667,60.66666667,34.61666667,52,56,54,400.0166667,399.5,399.0166667,Run
2020-02-01 1:02,12,9.619999886,671.1333333,677.9666667,688.5666667,54,813.7366679,1964.150018,5,30.25,25,193.7350001,16.2249999,60.75,60.16666667,60.48333333,33.75,52,56,54,399.35,399,398.1666667,Run
2020-02-01 1:03,14,10.97000027,625.05,629.5666667,641.8333333,54,756.8033376,1957.458339,5,31.06666667,25,190.9333333,16.19000015,60.31666667,60.6,60.15,34.75,52,56,54,399.1333333,399.0666667,398.55,Run
2020-02-01 1:04,12,11.52000046,618.1666667,622.4,634.4833333,54,747.9833415,1927.42666,5,32,25,190.5649986,15.92500005,60.26666667,60.41666667,60.5,35.33333333,52,56,54,399.7666667,399.4333333,398.7666667,Run
2020-02-01 1:05,12,10.97000027,612.6666667,618.6666667,630.9166667,53.75,743.0000051,1900.158346,5,32.66666667,25,191.1166662,15.68333332,60.5,60.16666667,60.25,36,52,56,54,400.1666667,399.5833333,398.8333333,Run
2020-02-01 1:06,13,11.06999969,608.6833333,613.6666667,626.6833333,53,738.6133311,1899.19999,5,33.31666667,25,191.9733353,15.70000011,60.31666667,60.41666667,60,37,52,56,54,399.85,399.6833333,398.9333333,Run
2020-02-01 1:07,10,9.5,494.2666667,499.05,511.6833333,53,601.1666651,1824.766663,5,34,25,191.3116666,15.06166663,60.26666667,60.16666667,60,37,52,56,54,399.9666667,399.65,398.9666667,Run
2020-02-01 1:08,10,10.05000019,462.45,468.3833333,480.3833333,53,562.7749934,1801.694987,5,34.48333333,25,192.0999985,14.88999995,60,60,60,37,52,56,54,399.6833333,399.5166667,398.6833333,Run
2020-02-01 1:09,10,9.430000305,512.15,517.4833333,529.5333333,53,621.9249949,1872.933344,5,32.98333333,25,191.9249975,15.45499994,60,59.83333333,60,34.98333333,52,56,54,400.3666667,399.9333333,399.2833333,Run
2020-02-01 1:10,15,10.39000034,740.9166667,746,758.0833333,53,897.5666707,1949.258331,5,30.5,25,189.7999992,16.10833319,59.83333333,59.83333333,60,34,52,56,54,400.3333333,400,399.25,Run
2020-02-01 1:11,14,10.18999958,843.1333333,849.4666667,861.5833333,53,1020.386677,1962.798344,5,31.06666667,25,190.7800011,16.21833344,59.81666667,60,60,34.9,52,56,54,400.2666667,400,399.0833333,Run
2020-02-01 1:12,17,11,647.3,652.0333333,664.55,53,785.788328,1950.063332,5,32.16666667,25,189.7633344,16.12333357,60.06666667,60,60,36,52,56,54,400,399.9333333,398.9333333,Run
2020-02-01 1:13,10,10.53999996,566.7833333,571.6833333,583.5166667,52.68333333,687.1100006,1850.003328,5,33,25,190.0149986,15.28166674,60,60,60,36.31666667,52,56,54,400.0833333,400.0166667,399.0166667,Run
2020-02-01 1:14,12,11.23999977,589.2,595.5333333,607.2,52,716.4699951,1891.516661,5,33.76666667,25,192.4483342,15.62166691,60,60,60,37,52,56,54,400.15,400,398.9833333,Run
2020-02-01 1:15,13,10.56999969,648.7666667,653.8,665.05,52,786.4733307,1938.673326,5,34.25,25,189.848334,16.01833364,60,60,60,37.66666667,52,56,54,400.3166667,399.9,399.3166667,Run
2020-02-01 1:16,13,11.05999947,672.2833333,678.3166667,688.85,52,815.1283427,1940.078347,5,33.66666667,25,190.8916646,16.03499997,60,59.83333333,60,36.06666667,52,56,54,400.3166667,400,399.2333333,Run
2020-02-01 1:17,16,9.760000229,789.25,796.1666667,805.9166667,52,955.8666687,1966.299998,5,31.16666667,25,189.4499995,16.24999984,60,59.75,60,34.33333333,52,56,54,400,399.8333333,399,Run
2020-02-01 1:18,13,9.140000343,590.2666667,596.45,606.6166667,52,716.7499959,1891.216667,5,31,25,193.4999992,15.62333339,60,60,60,34.35,52,56,54,400.1333333,399.9166667,399.2333333,Run
2020-02-01 1:19,13,9.819999695,731.2833333,737.4833333,747.1833333,52,885.1983327,1946.861682,5,31.83333333,25,190.4900007,16.08000019,59.83333333,59.83333333,60,35.41666667,52,56,54,400.4166667,400,399.25,Run
2020-02-01 1:20,14,10.05000019,660.6666667,667.3333333,677.6666667,52,801.0583293,1947.641673,5,32.75,25,192.0333341,16.09166686,59.83333333,59.75,60,36.08333333,52,56,54,400.1666667,399.75,399.1666667,Run
2020-02-01 1:21,15,9.579999924,774.8333333,777.3333333,788.0833333,52,938.0166728,1935.37501,5,33.58333333,24.75,190.8500023,15.97500006,60,59.5,60,37.16666667,52,56,54,400.25,400,399.1666667,Run
2020-02-01 1:22,15,9.63999939,823.2,828.6,839.8666667,52,996.3699931,1934.411662,5,34.43333333,24.5,191.3900002,15.97333334,60,59.66666667,60,37.75,52,56,54,400.5666667,400,399.5666667,Run
2020-02-01 1:23,18,10.05999947,787.8,793.8833333,805.2833333,52,954.4216756,1960.998348,5,33.46666667,24,192.5433347,16.19166676,60,60,60,36.5,52,56,54,400,400,398.9333333,Run
2020-02-01 1:24,13,9.630000114,635,640.0666667,651.7666667,52,769.8016602,1948.431663,5,30.9,24,191.8883352,16.10666699,60,60,60,34.06666667,52,56,54,400.1666667,400,399.25,Run
2020-02-01 1:25,11,9.800000191,523.8,528.5,540.3333333,52,636.5466726,1835.399994,5,30.75,24,189.4533343,15.16666662,60,59.75,60,34,52,56,54,400.2333333,400,399.3166667,Run
2020-02-01 1:26,11,9.390000343,516.5833333,521.3333333,533.8333333,51.75,627.5000025,1868.716675,5,31.41666667,24,189.6666679,15.42499987,59.66666667,59.83333333,59.41666667,34.75,52,56,54,400.3333333,399.9166667,399.3333333,Run
2020-02-01 1:27,10,8.690000534,488.25,492,504.5833333,51.58333333,592.6916631,1772.991679,5,32,24,193.5250003,14.64166657,59.5,59.41666667,59.33333333,35.16666667,52,56,54,400.0833333,399.9166667,399.25,Run
2020-02-01 1:28,10,9.31000042,566.4166667,569.4166667,582.5,52.41666667,686.7000071,1884.116669,5,33,24,193.5666656,15.53333338,59.25,59,59,36,52,56,54,400.3333333,400.0833333,399.4166667,Run
2020-02-01 1:29,12,8.489999771,496.6333333,500.8333333,513.6166667,53.16666667,591.7083384,1896.535004,5,33.58333333,24,191.4950012,15.67000011,59,59.08333333,59,36.83333333,52,56,54,400.45,399.8166667,399.3333333,Run
2020-02-01 1:30,7,8.140000343,321.4166667,322.5666667,334.9666667,54,390.0650045,1617.06168,5,34,24,189.5649994,13.3616666,59,59,59,37,52.58333333,56.25,54,399.6666667,399.4833333,398.5833333,Run
2020-02-01 1:31,6,7.829999924,237.0333333,239.6166667,251.2666667,54,288.6133359,1648.666644,5,34.48333333,24,191.108331,13.62666672,59,59,59,36.4,53,56.65,54,398.4666667,399,397.7333333,Run
2020-02-01 1:32,6,8.229999542,317.4,320.15,332.1666667,54,385.1750033,1632.578341,5,31.81666667,24,190.0899991,13.45000014,58.75,58.41666667,58.08333333,33.73333333,53,57,54,398.7833333,398.9166667,397.95,Run
2020-02-01 1:33,5,8.090000153,249.7166667,252.15,263.2166667,54,303.0850047,1569.658321,5,30.08333333,24,194.4683337,13.00000005,58.16666667,58.31666667,58,33,53,56.66666667,54,399.5833333,399.25,398.5833333,Run
2020-02-01 1:34,5,8.590000153,215.9166667,217.9166667,228.5833333,54,261.7083321,1515.358317,5,31,24,190.4333331,12.54166659,58.41666667,58,58,34,53,56.33333333,54,398.5,399,397.9166667,Run
2020-02-01 1:35,5,7.859999657,236,239.0833333,250.7833333,54,287.3166674,1557.238344,5,31.75,24,192.4449982,12.87000001,58,58,58,34.51666667,53,56.41666667,54,399.4,399,398.4833333,Run
2020-02-01 1:36,5,8.519999504,251.8833333,254.8166667,266.95,54,307.1800006,1557.631671,5,32.35,24,192.9083318,12.85666668,58,57.98333333,58,35,53,56,54,399.5,399.1666667,398.5,Run
2020-02-01 1:37,5,8.630000114,324.3666667,327.2833333,338.7166667,54,393.1333359,1630.96334,5,33,24,189.3850011,13.44833336,57.65,57.6,57.65,35.76666667,53,56,54,399.5666667,399.25,398.6666667,Run
2020-02-01 1:38,7,9.670000076,332.6,337.2833333,348.3,54,405.596669,1731.703337,5,33.68333333,24,189.1400019,14.31166676,57.81666667,57.16666667,57,36.01666667,52.31666667,56,54,399.6166667,399.25,398.5166667,Run
2020-02-01 1:39,7,9.399999619,355.2,358.5333333,370.0333333,54,430.9566635,1649.216677,5,34,24,193.9483322,13.63833334,57.1,57.25,57,37,52,56,54,399.3,399.35,398.45,Run
2020-02-01 1:40,7,9.510000229,358.2,361.2833333,373.8833333,54,436.1233312,1682.571676,5,34.43333333,24,191.4533348,13.87666669,57.15,57,57,36.5,52,56,54,399.95,399.8166667,399.05,Run
2020-02-01 1:41,8,9.930000305,464.1333333,468.4333333,480.8833333,54,562.5016698,1731.45166,5,31.91666667,24,190.8116671,14.28999999,57,57,57,33.98333333,52,56,54,399.8833333,399.8166667,398.8833333,Run
2020-02-01 1:42,11,9.869999886,585.7666667,589.15,601.75,54.43333333,710.9066727,1823.051664,5,30.26666667,24,189.1149999,15.02333341,57,57,57,33.76666667,52,56,54,400.6166667,400.3833333,399.8833333,Run
2020-02-01 1:43,12,9.670000076,445.5166667,449.05,461.3666667,55,542.3366648,1797.216661,5,31.01666667,24,192.8616656,14.86333338,57,57,57,34.35,52,56,54,400.5666667,400.3333333,399.4833333,Run
2020-02-01 1:44,9,9.449999809,508.7666667,513.9833333,524.9166667,55,618.856664,1835.331685,5,32,24,191.9649981,15.15166675,57,56.65,57,35,52,56,54,400.2833333,400.2666667,399.2833333,Run
2020-02-01 1:45,10,10.05000019,392.5,396.5166667,407.25,55,477.9849981,1710.126662,5,32.76666667,24,190.9999992,14.12833339,57,56.75,56.91666667,35.85,52,56,54,400.6666667,400.3333333,399.7333333,Run
2020-02-01 1:46,7,9.949999809,450.7666667,454.85,466.1166667,55,547.6050034,1757.510026,5,33.28333333,24,193.0350004,14.51833336,56.6,56.6,56.56666667,36.18333333,52,56,54,400.1833333,400.3666667,399.3833333,Run
2020-02-01 1:47,11,9.440000534,535,540.0833333,551.4666667,55,652.0333323,1888.970005,5,34,24,192.3116656,15.60000003,56.83333333,56.15,56.33333333,37,52,56,54,401.65,400.9166667,400.4666667,Run
2020-02-01 1:48,10,10.05000019,509.9,514.1166667,525.5333333,55,620.3416718,1838.071661,5,34.33333333,24,190.4900002,15.17833331,56.51666667,56.48333333,56,36.9,52,56,54,401.25,400.8333333,400.1666667,Run
2020-02-01 1:49,10,9.809999466,506.7666667,510.9666667,522.5833333,55.76666667,605.7716665,1828.073344,5,32.38333333,24,190.2000003,15.10333327,56.23333333,56.25,56,34.61666667,52,56,54,401.0166667,400.5833333,400.0833333,Run
2020-02-01 1:50,9,9.520000458,407.9,412.4833333,423.95,56,497.5966634,1686.711686,5,30.33333333,24,190.4783328,13.94666664,56.41666667,56,56,33.18333333,52,56,54,401.4666667,400.65,399.9833333,Run
2020-02-01 1:51,10,9.289999962,481.2166667,486.6,498.4666667,56,586.4150009,1800.951664,5,31,24,191.4399996,14.88666666,56.25,56.16666667,56,34.08333333,52,56,54,400.8666667,400.6,399.7833333,Run
2020-02-01 1:52,12,9.75,726.1666667,731.1,743.4833333,56,881.1700043,1927.23667,5,31.83333333,24,191.8449977,15.90166674,56,56.08333333,56,35.35,52,56,54,400.6333333,400.2333333,399.55,Run
2020-02-01 1:53,13,10.59000015,488.45,493.7833333,505.05,56,593.9733378,1832.563342,5,32.6,24,192.0266655,15.14333337,56.4,56.11666667,56,35.91666667,52,56,54,400.6,400.0833333,399.6,Run
2020-02-01 1:54,12,10.56000042,590.6333333,595.3,608.0666667,56,717.7700063,1931.608319,5,33.51666667,24,192.3899996,15.95000008,56.41666667,56.06666667,56,36.68333333,52,56,54,400.8333333,400.3333333,399.8333333,Run
2020-02-01 1:55,16,9.859999657,752.2166667,755.8666667,768.75,56,911.4383341,1956.383339,5,34.18333333,24,191.4783328,16.17500003,56.18333333,56.25,56,37.51666667,52,56,54,400.3333333,400.2333333,399.5833333,Run
2020-02-01 1:56,11,10.48999977,771.2666667,775.7833333,787.1666667,56.6,934.3849996,1961.193343,5,34.38333333,24,193.8733342,16.19999997,56.33333333,56.35,56,36.9,52,56,54,400.25,400,399.5,Run
2020-02-01 1:57,14,10.06999969,631.55,636.6333333,648.3833333,57,767.394991,1902.916667,5,31.9,24,190.6283325,15.72500005,56.58333333,56.33333333,56.48333333,34.56666667,52,56,54,401.4166667,400.6666667,400.1833333,Run
2020-02-01 1:58,15,11.09000015,759.2166667,762.7666667,775.8666667,57,919.9650085,1936.738334,5,30.75,24,190.8433339,15.9966668,56.51666667,56.65,56.28333333,34.2,52,56,54,401,400.5166667,399.9833333,Run
2020-02-01 1:59,16,11,805.6,810.5166667,822.5333333,57,976.2099915,1957.629989,5,31.53333333,24,189.6716652,16.18333383,56.58333333,56.76666667,57,35.53333333,52,56,54,400.7833333,400.3333333,399.85,Run
2020-02-01 2:00,18,11.40999985,921.4,927.2666667,938.9666667,57,1116.239995,1961.198324,5,32.68333333,24,191.1650007,16.20499983,57.08333333,56.91666667,57,36.68333333,52,56,54,401.0666667,400.75,400,Run
2020-02-01 2:01,15,10.80000019,881.4166667,885.8666667,898.0666667,57,1066.828336,1955.64667,5,33.85,24,190.3749972,16.16000018,57.41666667,57.16666667,57,37.36666667,52,56,54,400.9166667,400.5833333,399.8333333,Run
2020-02-01 2:02,20,10.42000008,834.3166667,840.4333333,851.2833333,57.93333333,1011.75166,1967.106655,5,34.6,24,191.7216667,16.23499991,57.16666667,57.66666667,57,37.71666667,52,56,54,400.5666667,400.4666667,399.5666667,Run
